HS_POPN,Pred_school_num,PSGC_BRGY
68.0,1.0,PH153609012
65.0,1.0,PH153609014
149.0,1.0,PH153609018
57.0,1.0,PH153609019
61.0,1.0,PH153609020
94.0,1.0,PH153609021
110.0,1.0,PH153609023
60.0,1.0,PH153609027
44.0,1.0,PH153609031
70.0,1.0,PH153609051
36.0,1.0,PH153609052
104.0,1.0,PH153610003
140.0,1.0,PH153610007
106.0,1.0,PH153610008
91.0,1.0,PH153610017
68.0,1.0,PH153610018
97.0,1.0,PH153610019
102.0,1.0,PH153610026
150.0,1.0,PH153610029
71.0,1.0,PH153610031
54.0,1.0,PH153610032
194.0,1.0,PH153610033
104.0,1.0,PH153610036
58.0,1.0,PH153610037
119.0,1.0,PH153610038
77.0,1.0,PH153611008
77.0,1.0,PH153611009
60.0,1.0,PH153611011
67.0,1.0,PH153611019
110.0,1.0,PH153611021
69.0,1.0,PH153611026
108.0,1.0,PH153611027
131.0,1.0,PH153611035
80.0,1.0,PH153611039
36.0,1.0,PH153611046
120.0,1.0,PH153611047
207.0,1.0,PH153611052
56.0,1.0,PH153611054
67.0,1.0,PH153611058
109.0,1.0,PH153611083
75.0,1.0,PH153611085
112.0,1.0,PH153611089
148.0,1.0,PH153611091
64.0,1.0,PH153611096
36.0,1.0,PH153611097
38.0,1.0,PH153611098
79.0,1.0,PH153612011
95.0,1.0,PH153612012
233.0,1.0,PH153612017
149.0,1.0,PH153612018
57.0,1.0,PH153612021
134.0,1.0,PH153612024
89.0,1.0,PH153612028
99.0,1.0,PH153612029
57.0,1.0,PH153612032
62.0,1.0,PH153612034
104.0,1.0,PH153612038
111.0,1.0,PH153612039
47.0,1.0,PH153612052
37.0,1.0,PH153613008
41.0,1.0,PH153613010
58.0,1.0,PH153613018
43.0,1.0,PH153613019
94.0,1.0,PH153613024
57.0,1.0,PH153613025
126.0,1.0,PH153613026
83.0,1.0,PH153613029
62.0,1.0,PH153613031
83.0,1.0,PH153613032
92.0,1.0,PH153613033
111.0,1.0,PH153613034
84.0,1.0,PH153613035
93.0,1.0,PH153613040
38.0,1.0,PH153613041
51.0,1.0,PH153614008
61.0,1.0,PH153614012
30.0,1.0,PH153614013
82.0,1.0,PH153614014
61.0,1.0,PH153614016
90.0,1.0,PH153614018
35.0,1.0,PH153614020
38.0,1.0,PH153614022
73.0,1.0,PH153614023
122.0,1.0,PH153614025
130.0,1.0,PH153615018
18.0,1.0,PH153615029
82.0,1.0,PH153615049
99.0,1.0,PH153615066
69.0,1.0,PH153615073
283.0,1.0,PH153615074
68.0,1.0,PH153615078
215.0,1.0,PH153615080
120.0,1.0,PH153615082
102.0,1.0,PH153616001
45.0,1.0,PH153616005
110.0,1.0,PH153616006
109.0,1.0,PH153616018
95.0,1.0,PH153616022
95.0,1.0,PH153616025
156.0,1.0,PH153616035
79.0,1.0,PH153616036
61.0,1.0,PH153616040
106.0,1.0,PH153616047
257.0,1.0,PH153616051
39.0,1.0,PH153616054
89.0,1.0,PH153616061
100.0,1.0,PH153616072
83.0,1.0,PH153616097
94.0,1.0,PH153616102
100.0,1.0,PH153616105
137.0,1.0,PH153616108
70.0,1.0,PH153616109
67.0,1.0,PH153616111
68.0,1.0,PH153617012
428.0,1.0,PH153617025
167.0,1.0,PH153617044
406.0,1.0,PH153617058
217.0,1.0,PH153617075
155.0,1.0,PH153617099
259.0,1.0,PH153617107
72.0,1.0,PH153618001
75.0,1.0,PH153618003
85.0,1.0,PH153618005
56.0,1.0,PH153618007
149.0,1.0,PH153618008
35.0,1.0,PH153618018
81.0,1.0,PH153618023
39.0,1.0,PH153618032
100.0,1.0,PH153618034
61.0,1.0,PH153618041
137.0,1.0,PH153618042
64.0,1.0,PH153618043
59.0,1.0,PH153618044
104.0,1.0,PH153618045
38.0,1.0,PH153618047
36.0,1.0,PH153618052
82.0,1.0,PH153618055
62.0,1.0,PH153618061
50.0,1.0,PH153618062
81.0,1.0,PH153618082
63.0,1.0,PH153618083
69.0,1.0,PH153618085
72.0,1.0,PH153618088
52.0,1.0,PH153618091
87.0,1.0,PH153619007
51.0,1.0,PH153619008
50.0,1.0,PH153619010
70.0,1.0,PH153619016
51.0,1.0,PH153619022
67.0,1.0,PH153619024
95.0,1.0,PH153619030
41.0,1.0,PH153619033
66.0,1.0,PH153619034
98.0,1.0,PH153620001
92.0,1.0,PH153620005
40.0,1.0,PH153620020
50.0,1.0,PH153620030
188.0,1.0,PH153620034
111.0,1.0,PH153620035
100.0,1.0,PH153620041
57.0,1.0,PH153621001
51.0,1.0,PH153621003
69.0,1.0,PH153621004
64.0,1.0,PH153621005
58.0,1.0,PH153621007
29.0,1.0,PH153621010
89.0,1.0,PH153621011
95.0,1.0,PH153621014
59.0,1.0,PH153621018
46.0,1.0,PH153621020
65.0,1.0,PH153621021
143.0,1.0,PH153621022
70.0,1.0,PH153621023
70.0,1.0,PH153621024
79.0,1.0,PH153621026
65.0,1.0,PH153621028
42.0,1.0,PH153621029
59.0,1.0,PH153621030
52.0,1.0,PH153621032
88.0,1.0,PH153621033
47.0,1.0,PH153621035
87.0,1.0,PH153621036
63.0,1.0,PH153621037
131.0,1.0,PH153621038
77.0,1.0,PH153621039
48.0,1.0,PH153621040
27.0,1.0,PH153622002
130.0,1.0,PH153622004
84.0,1.0,PH153622006
93.0,1.0,PH153622011
105.0,1.0,PH153622019
96.0,1.0,PH153622024
65.0,1.0,PH153622026
104.0,1.0,PH153622030
67.0,1.0,PH153622035
57.0,1.0,PH153622037
50.0,1.0,PH153622041
56.0,1.0,PH153622042
26.0,1.0,PH153623001
49.0,1.0,PH153623002
52.0,1.0,PH153623003
38.0,1.0,PH153623006
39.0,1.0,PH153623008
46.0,1.0,PH153623014
87.0,1.0,PH153623018
52.0,1.0,PH153623022
42.0,1.0,PH153623023
47.0,1.0,PH153623024
42.0,1.0,PH153623025
73.0,1.0,PH153623026
40.0,1.0,PH153623030
33.0,1.0,PH153623031
24.0,1.0,PH153623034
51.0,1.0,PH153623036
72.0,1.0,PH153624001
66.0,1.0,PH153624006
44.0,1.0,PH153624009
76.0,1.0,PH153624012
53.0,1.0,PH153624016
65.0,1.0,PH153624027
39.0,1.0,PH153624030
80.0,1.0,PH153624033
63.0,1.0,PH153624045
107.0,1.0,PH153624058
51.0,1.0,PH153624070
30.0,1.0,PH153624078
81.0,1.0,PH153624082
24.0,1.0,PH153624087
106.0,1.0,PH153624091
67.0,1.0,PH153625002
75.0,1.0,PH153625004
85.0,1.0,PH153625005
62.0,1.0,PH153625008
90.0,1.0,PH153625009
44.0,1.0,PH153625010
44.0,1.0,PH153625013
66.0,1.0,PH153625015
79.0,1.0,PH153625018
61.0,1.0,PH153625019
38.0,1.0,PH153625020
53.0,1.0,PH153625021
42.0,1.0,PH153625022
46.0,1.0,PH153625025
62.0,1.0,PH153625026
43.0,1.0,PH153625027
71.0,1.0,PH153625028
212.0,1.0,PH153625030
77.0,1.0,PH153625031
58.0,1.0,PH153625032
61.0,1.0,PH153625035
50.0,1.0,PH153625036
112.0,1.0,PH153625037
62.0,1.0,PH153626001
74.0,1.0,PH153626007
69.0,1.0,PH153626012
49.0,1.0,PH153626014
40.0,1.0,PH153626016
10.0,1.0,PH153626019
41.0,1.0,PH153626030
32.0,1.0,PH153626043
33.0,1.0,PH153626049
95.0,1.0,PH153626050
70.0,1.0,PH153626054
49.0,1.0,PH153626065
26.0,1.0,PH153626079
46.0,1.0,PH153627006
142.0,1.0,PH153627014
39.0,1.0,PH153627016
178.0,1.0,PH153627017
87.0,1.0,PH153627018
74.0,1.0,PH153627019
43.0,1.0,PH153627022
65.0,1.0,PH153627046
154.0,1.0,PH153627047
47.0,1.0,PH153627053
38.0,1.0,PH153627056
66.0,1.0,PH153627057
35.0,1.0,PH153627061
47.0,1.0,PH153627071
58.0,1.0,PH153628012
61.0,1.0,PH153628015
57.0,1.0,PH153628023
58.0,1.0,PH153628030
101.0,1.0,PH153628031
61.0,1.0,PH153628040
72.0,1.0,PH153628043
95.0,1.0,PH153628047
152.0,1.0,PH153629001
92.0,1.0,PH153629006
94.0,1.0,PH153629010
64.0,1.0,PH153629012
204.0,1.0,PH153629014
79.0,1.0,PH153629016
165.0,1.0,PH153629017
109.0,1.0,PH153629021
83.0,1.0,PH153629022
105.0,1.0,PH153629025
60.0,1.0,PH153629028
126.0,1.0,PH153629030
81.0,1.0,PH153629034
99.0,1.0,PH153629036
127.0,1.0,PH153630001
40.0,1.0,PH153630002
119.0,1.0,PH153630003
128.0,1.0,PH153630006
147.0,1.0,PH153630007
189.0,1.0,PH153630009
142.0,1.0,PH153630010
107.0,1.0,PH153630014
102.0,1.0,PH153630016
125.0,1.0,PH153630017
197.0,1.0,PH153630022
78.0,1.0,PH153630025
55.0,1.0,PH153630030
102.0,1.0,PH153630031
291.0,1.0,PH153630035
54.0,1.0,PH153630038
84.0,1.0,PH153631001
128.0,1.0,PH153631005
39.0,1.0,PH153631015
66.0,1.0,PH153632004
63.0,1.0,PH153632019
99.0,1.0,PH153632048
54.0,1.0,PH153633001
118.0,1.0,PH153633006
147.0,1.0,PH153633011
66.0,1.0,PH153633014
44.0,1.0,PH153633018
64.0,1.0,PH153633019
29.0,1.0,PH153633026
19.0,1.0,PH153633031
85.0,1.0,PH153633042
86.0,1.0,PH153634004
40.0,1.0,PH153634007
35.0,1.0,PH153634009
42.0,1.0,PH153634014
52.0,1.0,PH153634019
84.0,1.0,PH153634020
55.0,1.0,PH153634028
123.0,1.0,PH153634031
84.0,1.0,PH153634032
103.0,1.0,PH153634033
87.0,1.0,PH153634055
48.0,1.0,PH153634057
176.0,1.0,PH153635004
59.0,1.0,PH153635007
61.0,1.0,PH153635009
95.0,1.0,PH153635015
202.0,1.0,PH153635028
104.0,1.0,PH153635037
80.0,1.0,PH153635041
69.0,1.0,PH153635043
73.0,1.0,PH153635052
118.0,1.0,PH153636005
87.0,1.0,PH153636007
47.0,1.0,PH153636008
77.0,1.0,PH153636009
62.0,1.0,PH153636013
71.0,1.0,PH153636014
75.0,1.0,PH153636015
99.0,1.0,PH153636017
109.0,1.0,PH153636020
80.0,1.0,PH153636022
61.0,1.0,PH153636025
97.0,1.0,PH153636030
77.0,1.0,PH153636033
45.0,1.0,PH153636035
64.0,1.0,PH153637005
81.0,1.0,PH153637012
47.0,1.0,PH153637016
65.0,1.0,PH153637018
85.0,1.0,PH153637021
67.0,1.0,PH153638015
77.0,1.0,PH153638025
68.0,1.0,PH153638030
124.0,1.0,PH153639003
93.0,1.0,PH153639008
52.0,1.0,PH153639009
145.0,1.0,PH153639010
159.0,1.0,PH153640003
91.0,1.0,PH153640004
166.0,1.0,PH153640005
82.0,1.0,PH153640006
107.0,1.0,PH153640007
99.0,1.0,PH153641001
87.0,1.0,PH153641003
98.0,1.0,PH153641006
89.0,1.0,PH153641008
40.0,1.0,PH153641009
265.0,1.0,PH153801012
217.0,1.0,PH153801014
132.0,1.0,PH153801018
107.0,1.0,PH153801022
147.0,1.0,PH153801028
112.0,1.0,PH153801031
75.0,1.0,PH153801032
96.0,1.0,PH153802001
123.0,1.0,PH153802002
185.0,1.0,PH153802005
287.0,1.0,PH153802012
272.0,1.0,PH153802017
188.0,1.0,PH153802018
234.0,1.0,PH153802020
122.0,1.0,PH153802021
180.0,1.0,PH153802022
138.0,1.0,PH153802023
267.0,1.0,PH153802025
850.0,1.0,PH153803008
148.0,1.0,PH153803023
947.0,1.0,PH153803030
181.0,1.0,PH153803040
164.0,1.0,PH153803045
230.0,1.0,PH153805003
92.0,1.0,PH153805004
72.0,1.0,PH153805006
110.0,1.0,PH153805007
76.0,1.0,PH153805010
117.0,1.0,PH153805011
124.0,1.0,PH153805014
91.0,1.0,PH153805015
94.0,1.0,PH153805017
76.0,1.0,PH153805018
149.0,1.0,PH153805019
51.0,1.0,PH153805020
94.0,1.0,PH153805021
100.0,1.0,PH153805023
92.0,1.0,PH153805024
95.0,1.0,PH153805025
113.0,1.0,PH153805027
92.0,1.0,PH153806001
57.0,1.0,PH153806002
103.0,1.0,PH153806005
62.0,1.0,PH153806006
78.0,1.0,PH153806010
171.0,1.0,PH153806015
72.0,1.0,PH153806021
47.0,1.0,PH153806025
31.0,1.0,PH153806029
41.0,1.0,PH153806030
146.0,1.0,PH153806035
253.0,1.0,PH153806039
119.0,1.0,PH153807001
145.0,1.0,PH153807003
212.0,1.0,PH153807004
228.0,1.0,PH153807005
102.0,1.0,PH153807007
195.0,1.0,PH153807008
1460.0,2.0,PH153807013
321.0,1.0,PH153807014
123.0,1.0,PH153807018
184.0,1.0,PH153807019
226.0,1.0,PH153807021
172.0,1.0,PH153807022
380.0,1.0,PH153807023
119.0,1.0,PH153807024
132.0,1.0,PH153807025
139.0,1.0,PH153807026
132.0,1.0,PH153807027
123.0,1.0,PH153807029
137.0,1.0,PH153807030
98.0,1.0,PH153807031
866.0,1.0,PH153807032
161.0,1.0,PH153807033
231.0,1.0,PH153807034
116.0,1.0,PH153807036
129.0,1.0,PH153808013
621.0,1.0,PH153808034
287.0,1.0,PH153808037
263.0,1.0,PH153808039
147.0,1.0,PH153808040
223.0,1.0,PH153809001
396.0,1.0,PH153809002
685.0,1.0,PH153809004
186.0,1.0,PH153809005
243.0,1.0,PH153809009
265.0,1.0,PH153810001
206.0,1.0,PH153810006
208.0,1.0,PH153810008
193.0,1.0,PH153810009
167.0,1.0,PH153810014
377.0,1.0,PH153810015
258.0,1.0,PH153810017
118.0,1.0,PH153810025
159.0,1.0,PH153811008
139.0,1.0,PH153811009
422.0,1.0,PH153811010
325.0,1.0,PH153811013
446.0,1.0,PH153811017
215.0,1.0,PH153811018
289.0,1.0,PH153811019
604.0,1.0,PH153811021
203.0,1.0,PH153811023
231.0,1.0,PH153811024
271.0,1.0,PH153811025
210.0,1.0,PH153811026
101.0,1.0,PH153811027
123.0,1.0,PH153811030
40.0,1.0,PH153811033
204.0,1.0,PH153812003
163.0,1.0,PH153812004
219.0,1.0,PH153812007
431.0,1.0,PH153812014
49.0,1.0,PH153812015
114.0,1.0,PH153812017
170.0,1.0,PH153812018
350.0,1.0,PH153812019
117.0,1.0,PH153812023
535.0,1.0,PH153812024
171.0,1.0,PH153812026
283.0,1.0,PH153812027
330.0,1.0,PH153812029
37.0,1.0,PH153812033
191.0,1.0,PH153812035
259.0,1.0,PH153812036
256.0,1.0,PH153812037
67.0,1.0,PH153812039
220.0,1.0,PH153812040
235.0,1.0,PH153812041
37.0,1.0,PH153812044
219.0,1.0,PH153812051
177.0,1.0,PH153812053
147.0,1.0,PH153813001
192.0,1.0,PH153813006
183.0,1.0,PH153813008
257.0,1.0,PH153813013
46.0,1.0,PH153813015
289.0,1.0,PH153813021
138.0,1.0,PH153813028
86.0,1.0,PH153813045
73.0,1.0,PH153813046
174.0,1.0,PH153813050
92.0,1.0,PH153814001
108.0,1.0,PH153814003
144.0,1.0,PH153814005
125.0,1.0,PH153814006
63.0,1.0,PH153814008
102.0,1.0,PH153814009
120.0,1.0,PH153814012
83.0,1.0,PH153814013
90.0,1.0,PH153814014
57.0,1.0,PH153814016
158.0,1.0,PH153814019
83.0,1.0,PH153814026
57.0,1.0,PH153814028
327.0,1.0,PH153815002
136.0,1.0,PH153815003
375.0,1.0,PH153815004
286.0,1.0,PH153815008
151.0,1.0,PH153815010
210.0,1.0,PH153815012
150.0,1.0,PH153815014
131.0,1.0,PH153815017
174.0,1.0,PH153815022
138.0,1.0,PH153815028
90.0,1.0,PH153815029
105.0,1.0,PH153815031
103.0,1.0,PH153815032
98.0,1.0,PH153815034
141.0,1.0,PH153815036
236.0,1.0,PH153815042
138.0,1.0,PH153816007
409.0,1.0,PH153816013
331.0,1.0,PH153816019
148.0,1.0,PH153816028
602.0,1.0,PH153816032
221.0,1.0,PH153816035
159.0,1.0,PH153817002
143.0,1.0,PH153817003
148.0,1.0,PH153817004
212.0,1.0,PH153817005
223.0,1.0,PH153817006
138.0,1.0,PH153817011
136.0,1.0,PH153818002
114.0,1.0,PH153818003
185.0,1.0,PH153818005
234.0,1.0,PH153818007
306.0,1.0,PH153818008
136.0,1.0,PH153818009
297.0,1.0,PH153818010
159.0,1.0,PH153818011
180.0,1.0,PH153818012
245.0,1.0,PH153818013
158.0,1.0,PH153818014
178.0,1.0,PH153819002
159.0,1.0,PH153819005
205.0,1.0,PH153819006
113.0,1.0,PH153819007
209.0,1.0,PH153819008
235.0,1.0,PH153819009
192.0,1.0,PH153819010
172.0,1.0,PH153819011
244.0,1.0,PH153819012
247.0,1.0,PH153819013
205.0,1.0,PH153819017
71.0,1.0,PH153819022
63.0,1.0,PH153820009
2776.0,2.0,PH153820010
93.0,1.0,PH153820014
122.0,1.0,PH153820016
111.0,1.0,PH153820017
149.0,1.0,PH153821002
143.0,1.0,PH153821003
95.0,1.0,PH153821004
170.0,1.0,PH153821005
133.0,1.0,PH153821006
116.0,1.0,PH153821007
124.0,1.0,PH153821008
188.0,1.0,PH153821011
207.0,1.0,PH153822001
167.0,1.0,PH153822002
326.0,1.0,PH153822003
685.0,1.0,PH153822004
201.0,1.0,PH153822005
291.0,1.0,PH153822006
175.0,1.0,PH153822007
3325.0,3.0,PH153822008
167.0,1.0,PH153822009
269.0,1.0,PH153822010
210.0,1.0,PH153823001
315.0,1.0,PH153823002
127.0,1.0,PH153823004
129.0,1.0,PH153823006
114.0,1.0,PH153823007
156.0,1.0,PH153823008
207.0,1.0,PH153824001
205.0,1.0,PH153824002
137.0,1.0,PH153824003
77.0,1.0,PH153824004
116.0,1.0,PH153824005
340.0,1.0,PH153824006
89.0,1.0,PH153824007
186.0,1.0,PH153824008
78.0,1.0,PH153824010
106.0,1.0,PH153824012
71.0,1.0,PH153824013
111.0,1.0,PH153825001
201.0,1.0,PH153825004
268.0,1.0,PH153825007
185.0,1.0,PH153825008
237.0,1.0,PH153825009
363.0,1.0,PH153826002
312.0,1.0,PH153826003
180.0,1.0,PH153826005
172.0,1.0,PH153826007
584.0,1.0,PH153826008
407.0,1.0,PH153826009
247.0,1.0,PH153826010
303.0,1.0,PH153827002
68.0,1.0,PH153827003
303.0,1.0,PH153827004
210.0,1.0,PH153828002
209.0,1.0,PH153828003
332.0,1.0,PH153828004
210.0,1.0,PH153828005
128.0,1.0,PH153828006
223.0,1.0,PH153828007
290.0,1.0,PH153828008
293.0,1.0,PH153828010
158.0,1.0,PH153829001
148.0,1.0,PH153829002
156.0,1.0,PH153829004
224.0,1.0,PH153829005
263.0,1.0,PH153829007
111.0,1.0,PH153829008
131.0,1.0,PH153829009
231.0,1.0,PH153829011
228.0,1.0,PH153830001
109.0,1.0,PH153830002
103.0,1.0,PH153830003
330.0,1.0,PH153830004
206.0,1.0,PH153830005
251.0,1.0,PH153830006
263.0,1.0,PH153830007
111.0,1.0,PH153830009
135.0,1.0,PH153830010
106.0,1.0,PH153830011
250.0,1.0,PH153830012
194.0,1.0,PH153830013
349.0,1.0,PH153831001
554.0,1.0,PH153831002
379.0,1.0,PH153831003
409.0,1.0,PH153831004
450.0,1.0,PH153831005
387.0,1.0,PH153831006
173.0,1.0,PH153831007
362.0,1.0,PH153832001
196.0,1.0,PH153832002
402.0,1.0,PH153832004
327.0,1.0,PH153832005
537.0,1.0,PH153833001
425.0,1.0,PH153833002
188.0,1.0,PH153833003
227.0,1.0,PH153833004
549.0,1.0,PH153833006
257.0,1.0,PH153833008
192.0,1.0,PH153834002
177.0,1.0,PH153834004
175.0,1.0,PH153834005
156.0,1.0,PH153834006
163.0,1.0,PH153834007
194.0,1.0,PH153834008
608.0,1.0,PH153834009
333.0,1.0,PH153834010
328.0,1.0,PH153834011
170.0,1.0,PH153835002
442.0,1.0,PH153835008
138.0,1.0,PH153835009
130.0,1.0,PH153835010
43.0,1.0,PH153836002
191.0,1.0,PH153836005
49.0,1.0,PH153836014
54.0,1.0,PH153836015
398.0,1.0,PH153836016
14.0,1.0,PH153836017
57.0,1.0,PH153837006
100.0,1.0,PH153837007
218.0,1.0,PH153837010
112.0,1.0,PH153837012
268.0,1.0,PH153837013
290.0,1.0,PH156601001
317.0,1.0,PH156601004
145.0,1.0,PH156601006
127.0,1.0,PH156601010
1480.0,2.0,PH156601011
195.0,1.0,PH156601014
155.0,1.0,PH156601016
329.0,1.0,PH156601018
138.0,1.0,PH156601020
178.0,1.0,PH156601022
180.0,1.0,PH156601023
156.0,1.0,PH156601024
234.0,1.0,PH156601026
118.0,1.0,PH156601027
113.0,1.0,PH156601028
248.0,1.0,PH156601029
197.0,1.0,PH156601030
220.0,1.0,PH156601032
513.0,1.0,PH156602004
606.0,1.0,PH156602008
255.0,1.0,PH156603002
297.0,1.0,PH156603004
273.0,1.0,PH156603010
330.0,1.0,PH156603011
395.0,1.0,PH156603016
282.0,1.0,PH156603017
268.0,1.0,PH156603018
245.0,1.0,PH156604004
186.0,1.0,PH156604007
286.0,1.0,PH156604008
115.0,1.0,PH156604012
292.0,1.0,PH156604013
133.0,1.0,PH156604014
268.0,1.0,PH156604015
1105.0,1.0,PH156604021
175.0,1.0,PH156604028
251.0,1.0,PH156604030
114.0,1.0,PH156605002
108.0,1.0,PH156605004
75.0,1.0,PH156605006
79.0,1.0,PH156605008
134.0,1.0,PH156605009
67.0,1.0,PH156605014
33.0,1.0,PH156605019
43.0,1.0,PH156605020
281.0,1.0,PH156605021
55.0,1.0,PH156605022
829.0,1.0,PH156605023
74.0,1.0,PH156605025
68.0,1.0,PH156605026
35.0,1.0,PH156605027
131.0,1.0,PH156606002
236.0,1.0,PH156606003
120.0,1.0,PH156606008
66.0,1.0,PH156606015
176.0,1.0,PH156607001
79.0,1.0,PH156607005
148.0,1.0,PH156607007
123.0,1.0,PH156607013
64.0,1.0,PH156607016
171.0,1.0,PH156607018
93.0,1.0,PH156607029
76.0,1.0,PH156607030
94.0,1.0,PH156607039
75.0,1.0,PH156608001
102.0,1.0,PH156608003
192.0,1.0,PH156608004
157.0,1.0,PH156608005
221.0,1.0,PH156608006
211.0,1.0,PH156608007
188.0,1.0,PH156608010
142.0,1.0,PH156608011
106.0,1.0,PH156608012
151.0,1.0,PH156608014
121.0,1.0,PH156608016
110.0,1.0,PH156608017
147.0,1.0,PH156608018
216.0,1.0,PH156608019
293.0,1.0,PH156609001
219.0,1.0,PH156609002
179.0,1.0,PH156609003
181.0,1.0,PH156609005
133.0,1.0,PH156609011
123.0,1.0,PH156609013
190.0,1.0,PH156609015
326.0,1.0,PH156609016
198.0,1.0,PH156609017
151.0,1.0,PH156609019
149.0,1.0,PH156609021
125.0,1.0,PH156609023
515.0,1.0,PH156609024
80.0,1.0,PH156609026
229.0,1.0,PH156609027
61.0,1.0,PH156609028
163.0,1.0,PH156609029
80.0,1.0,PH156609032
254.0,1.0,PH156609033
108.0,1.0,PH156609036
120.0,1.0,PH156609037
108.0,1.0,PH156609039
174.0,1.0,PH156609041
176.0,1.0,PH156609042
115.0,1.0,PH156609045
162.0,1.0,PH156610003
88.0,1.0,PH156610004
163.0,1.0,PH156610005
168.0,1.0,PH156610006
166.0,1.0,PH156610008
185.0,1.0,PH156610009
91.0,1.0,PH156610010
60.0,1.0,PH156610011
207.0,1.0,PH156610012
237.0,1.0,PH156610014
159.0,1.0,PH156610015
2198.0,2.0,PH156611001
97.0,1.0,PH156611004
122.0,1.0,PH156611008
49.0,1.0,PH156611009
76.0,1.0,PH156611010
225.0,1.0,PH156611011
37.0,1.0,PH156611012
95.0,1.0,PH156611013
373.0,1.0,PH156611015
89.0,1.0,PH156611021
83.0,1.0,PH156611024
178.0,1.0,PH156611025
107.0,1.0,PH156611026
98.0,1.0,PH156611027
73.0,1.0,PH156611028
88.0,1.0,PH156611029
285.0,1.0,PH156611030
240.0,1.0,PH156612004
70.0,1.0,PH156612007
229.0,1.0,PH156612008
231.0,1.0,PH156612010
106.0,1.0,PH156612011
129.0,1.0,PH156612012
53.0,1.0,PH156612015
81.0,1.0,PH156612016
110.0,1.0,PH156612018
109.0,1.0,PH156612019
99.0,1.0,PH156612020
66.0,1.0,PH156612023
477.0,1.0,PH156612025
108.0,1.0,PH156612030
319.0,1.0,PH156612032
82.0,1.0,PH156612035
312.0,1.0,PH156612037
130.0,1.0,PH156612040
36.0,1.0,PH156612042
85.0,1.0,PH156612046
186.0,1.0,PH156612048
105.0,1.0,PH156612049
115.0,1.0,PH156612050
82.0,1.0,PH156612053
93.0,1.0,PH156612056
222.0,1.0,PH156612057
48.0,1.0,PH156612058
116.0,1.0,PH156612059
203.0,1.0,PH156612060
56.0,1.0,PH156612061
104.0,1.0,PH156612066
158.0,1.0,PH156612070
87.0,1.0,PH156612074
78.0,1.0,PH156612075
278.0,1.0,PH156612076
367.0,1.0,PH156613001
189.0,1.0,PH156613002
178.0,1.0,PH156613003
99.0,1.0,PH156613007
224.0,1.0,PH156613008
133.0,1.0,PH156613009
186.0,1.0,PH156613011
153.0,1.0,PH156613014
147.0,1.0,PH156613015
317.0,1.0,PH156613016
104.0,1.0,PH156613017
117.0,1.0,PH156613018
211.0,1.0,PH156613019
194.0,1.0,PH156613021
173.0,1.0,PH156613025
194.0,1.0,PH156613026
184.0,1.0,PH156613027
125.0,1.0,PH156613028
76.0,1.0,PH156613030
193.0,1.0,PH156613031
164.0,1.0,PH156613033
186.0,1.0,PH156613036
219.0,1.0,PH156613037
181.0,1.0,PH156613038
213.0,1.0,PH156613039
153.0,1.0,PH156613040
275.0,1.0,PH156613041
222.0,1.0,PH156613042
98.0,1.0,PH156613044
164.0,1.0,PH156613047
191.0,1.0,PH156613049
207.0,1.0,PH156613051
163.0,1.0,PH156613052
157.0,1.0,PH156613053
233.0,1.0,PH156613054
143.0,1.0,PH156613056
154.0,1.0,PH156613057
171.0,1.0,PH156613059
203.0,1.0,PH156613060
72.0,1.0,PH156614003
87.0,1.0,PH156614010
220.0,1.0,PH156614013
152.0,1.0,PH156614016
65.0,1.0,PH156614017
139.0,1.0,PH156614018
57.0,1.0,PH156614019
79.0,1.0,PH156614025
192.0,1.0,PH156614027
101.0,1.0,PH156614028
62.0,1.0,PH156614032
70.0,1.0,PH156614033
208.0,1.0,PH156614035
120.0,1.0,PH156615001
111.0,1.0,PH156615002
189.0,1.0,PH156615003
154.0,1.0,PH156615005
118.0,1.0,PH156615007
163.0,1.0,PH156615009
208.0,1.0,PH156615010
173.0,1.0,PH156615011
188.0,1.0,PH156615012
200.0,1.0,PH156615013
160.0,1.0,PH156615014
208.0,1.0,PH156615015
145.0,1.0,PH156616001
208.0,1.0,PH156616002
188.0,1.0,PH156616003
282.0,1.0,PH156616004
360.0,1.0,PH156616006
142.0,1.0,PH156616010
149.0,1.0,PH156616011
173.0,1.0,PH156616012
222.0,1.0,PH156617001
343.0,1.0,PH156617002
109.0,1.0,PH156617003
98.0,1.0,PH156617004
73.0,1.0,PH156617005
65.0,1.0,PH156617007
74.0,1.0,PH156617008
108.0,1.0,PH156617009
39.0,1.0,PH156617010
164.0,1.0,PH156617012
158.0,1.0,PH156617014
104.0,1.0,PH156617015
110.0,1.0,PH156617016
113.0,1.0,PH156617017
166.0,1.0,PH156618002
323.0,1.0,PH156618003
103.0,1.0,PH156618004
109.0,1.0,PH156618005
183.0,1.0,PH156618006
121.0,1.0,PH156618007
117.0,1.0,PH156618010
116.0,1.0,PH156618011
261.0,1.0,PH156618012
109.0,1.0,PH156618014
128.0,1.0,PH156619001
354.0,1.0,PH156619002
260.0,1.0,PH156619004
239.0,1.0,PH156619005
272.0,1.0,PH156619007
190.0,1.0,PH156619008
431.0,1.0,PH157001003
153.0,1.0,PH157001004
194.0,1.0,PH157001005
258.0,1.0,PH157001007
118.0,1.0,PH157001008
227.0,1.0,PH157001009
305.0,1.0,PH157001010
291.0,1.0,PH157001011
140.0,1.0,PH157001012
261.0,1.0,PH157001013
