PSGC_BRGY,both_student_age_7_to_25,male_student_age_7_to_25,female_student_age_7_to_25,No_of_Schools,Perc_Households_Electricity_Light,Perc_Households_Kerosene_Gass_Light,Perc_Households_Drinking_Owned_Faucet,Perc_Households_Drinking_Shared_Faucet,number_of_roads,Nearest_School,Nearest_School_Distance
PH153808004,910.0,458.0,452.0,,0.42758620689655175,0.1413793103448276,0.13448275862068965,0.02413793103448276,6,134043,0.010609137735656417
PH153808011,540.0,274.0,266.0,,0.6428571428571429,0.05357142857142857,0.005952380952380952,0.08333333333333333,10,134051,0.008256079132603915
PH153808012,2455.0,1247.0,1208.0,3.0,0.9708383961117861,0.018226002430133656,0.053462940461725394,0.03523693803159174,16,305014,0.002426459761157036
PH153808013,588.0,305.0,283.0,1.0,0.8275862068965517,0.040229885057471264,0.2988505747126437,0.005747126436781609,5,134043,0.008534275854467513
PH153808023,360.0,179.0,181.0,,0.3219178082191781,0.0,0.03424657534246575,0.0,2,134043,0.010862918347005169
PH153808034,3060.0,1555.0,1505.0,1.0,0.972922502334267,0.009337068160597572,0.09990662931839403,0.015873015873015872,23,134049,0.007612378461731632
PH153808037,1115.0,581.0,534.0,1.0,0.9112426035502958,0.04142011834319527,0.038461538461538464,0.05621301775147929,16,134050,0.003021138675342035
PH153808038,373.0,205.0,168.0,,0.7288135593220338,0.15254237288135594,0.11016949152542373,0.0423728813559322,8,134051,0.014251303811460768
PH153808039,1069.0,574.0,495.0,1.0,0.8108108108108109,0.06177606177606178,0.03088803088803089,0.003861003861003861,10,134051,0.005609157193220763
PH153808040,631.0,347.0,284.0,1.0,0.08982035928143713,0.023952095808383235,0.05389221556886228,0.0,15,134131,0.015231923408061777
PH153808046,1454.0,738.0,716.0,,0.9735234215885947,0.006109979633401222,0.09572301425661914,0.024439918533604887,44,134049,0.0031848314757510154
PH153808047,922.0,455.0,467.0,2.0,0.9401913875598086,0.03827751196172249,0.07177033492822966,0.007177033492822967,26,134050,0.005747145487535676
PH153809001,1041.0,532.0,509.0,1.0,0.07363420427553444,0.09263657957244656,0.007125890736342043,0.057007125890736345,4,262502,0.01656578860300072
PH153809002,1730.0,852.0,878.0,3.0,0.20643939393939395,0.0,0.011363636363636364,0.005681818181818182,0,134060,0.008377322906956128
PH153809003,1930.0,986.0,944.0,3.0,0.5709515859766278,0.20701168614357263,0.001669449081803005,0.001669449081803005,6,134067,0.011349167861093816
PH153809004,2851.0,1410.0,1441.0,3.0,0.2854609929078014,0.15336879432624115,0.0026595744680851063,0.4450354609929078,1,253003,0.017718641048029185
PH153809005,855.0,451.0,404.0,1.0,0.023809523809523808,0.3129251700680272,0.0,0.03741496598639456,0,134061,0.01782269385550515
PH153809007,2579.0,1195.0,1384.0,5.0,0.46169354838709675,0.38911290322580644,0.4012096774193548,0.13205645161290322,0,134056,0.01551321900037027
PH153809008,1003.0,461.0,542.0,,0.31100478468899523,0.21052631578947367,0.0,0.0,2,134063,0.007275193159433789
PH153809009,1206.0,641.0,565.0,2.0,0.15560640732265446,0.2562929061784897,0.011441647597254004,0.09153318077803203,2,134064,0.01801823592944736
PH153810001,1144.0,599.0,545.0,,0.019823788546255508,0.9779735682819384,0.0,0.0,0,134071,0.012478001084457669
PH153810004,1693.0,826.0,867.0,3.0,0.012558869701726845,0.565149136577708,0.004709576138147566,0.0,0,134080,0.02638139759616072
PH153810006,1109.0,581.0,528.0,1.0,0.9326424870466321,0.025906735751295335,0.025906735751295335,0.0,3,134081,0.0073494273732738515
PH153810008,846.0,413.0,433.0,1.0,0.4582210242587601,0.5390835579514824,0.0026954177897574125,0.4123989218328841,3,305006,0.013666195917679126
PH153810009,794.0,410.0,384.0,1.0,0.3375,0.653125,0.003125,0.0,3,216569,0.009762753322085396
PH153810010,1734.0,925.0,809.0,3.0,0.006675567423230975,0.3644859813084112,0.0,0.006675567423230975,0,134080,0.0595526615530933
PH153810013,1594.0,819.0,775.0,6.0,0.0219435736677116,0.4702194357366771,0.006269592476489028,0.0109717868338558,2,216636,0.005201899289838237
PH153810014,720.0,368.0,352.0,1.0,0.028268551236749116,0.9611307420494699,0.0,0.0,1,216666,0.012926323978122604
PH153810015,1569.0,747.0,822.0,1.0,0.7363494539781591,0.15756630265210608,0.0327613104524181,0.0249609984399376,3,134085,0.008421088049127107
PH153810017,904.0,472.0,432.0,1.0,0.10416666666666667,0.0,0.0026041666666666665,0.0,0,134086,0.010381009774080335
PH153810021,3821.0,2292.0,1529.0,2.0,0.8576555023923444,0.11961722488038277,0.006578947368421052,0.0,19,305006,0.0037443806502374727
PH153810025,575.0,287.0,288.0,1.0,0.01818181818181818,0.76,0.0,0.0,0,134080,0.028693670818748265
PH153811008,685.0,329.0,356.0,3.0,0.4671814671814672,0.13513513513513514,0.0,0.0,4,134116,0.008918193795230329
PH153811009,658.0,356.0,302.0,1.0,0.9897260273972602,0.0,0.003424657534246575,0.0,1,134092,0.011907201815879087
PH153811010,1732.0,789.0,943.0,1.0,0.8589951377633711,0.10048622366288493,0.006482982171799027,0.0032414910858995136,6,134106,0.008998879579387387
PH153811012,6814.0,3469.0,3345.0,8.0,0.906479217603912,0.06081907090464548,0.4177872860635697,0.3548288508557457,79,305015,0.002983511932199954
PH153811013,1244.0,636.0,608.0,1.0,0.005747126436781609,0.008620689655172414,0.0,0.0028735632183908046,3,134097,0.011994249048508352
PH153811014,1376.0,707.0,669.0,3.0,0.42328042328042326,0.26278659611992944,0.0,0.0,12,216567,0.0049041987981794455
PH153811015,1937.0,973.0,964.0,3.0,0.8768406961178046,0.09906291834002677,0.022757697456492636,0.18875502008032127,8,318313,0.001188477498055215
PH153811016,2692.0,1387.0,1305.0,4.0,0.9834558823529411,0.011029411764705883,0.20404411764705882,0.01011029411764706,15,134100,0.003966607260619318
PH153811017,1734.0,864.0,870.0,2.0,0.828080229226361,0.055873925501432664,0.0014326647564469914,0.02148997134670487,16,134109,0.007303823842216181
PH153811018,754.0,301.0,453.0,1.0,0.00510204081632653,0.6632653061224489,0.00510204081632653,0.00510204081632653,8,134110,0.011317235619062399
PH153811019,1106.0,554.0,552.0,1.0,0.3422818791946309,0.3288590604026846,0.2550335570469799,0.1644295302013423,1,253002,0.014899593310934236
PH153811020,5422.0,2453.0,2969.0,8.0,0.8984411903637223,0.04534718941898914,0.0033065658951346244,0.012753897024090695,27,406072,0.0008991539405654356
PH153811021,2476.0,1261.0,1215.0,2.0,0.7592592592592593,0.10052910052910052,0.0013227513227513227,0.22486772486772486,4,134107,0.0023336609267520817
PH153811023,731.0,417.0,314.0,1.0,0.007352941176470588,0.22426470588235295,0.0,0.0,6,134094,0.007020188560035172
PH153811024,962.0,518.0,444.0,2.0,0.07718120805369127,0.5302013422818792,0.0,0.0,0,134104,0.006814780176715229
PH153811025,859.0,461.0,398.0,1.0,0.4426751592356688,0.13694267515923567,0.0031847133757961785,0.0,4,134116,0.009816837642033895
PH153811026,887.0,424.0,463.0,1.0,0.869281045751634,0.09477124183006536,0.0,0.0,2,134099,0.003526795996399676
PH153811027,490.0,229.0,261.0,1.0,0.28776978417266186,0.6834532374100719,0.0,0.01079136690647482,2,134095,0.008097492777470358
PH153811028,4870.0,2368.0,2502.0,3.0,0.8530416951469583,0.11483253588516747,0.036226930963773066,0.016404647983595352,18,408658,0.0008105022032531133
PH153811029,323.0,169.0,154.0,,0.8278688524590164,0.03278688524590164,0.0,0.0,5,134108,0.015738095773075306
PH153811030,603.0,297.0,306.0,1.0,0.014423076923076924,0.17307692307692307,0.004807692307692308,0.052884615384615384,3,134105,0.003876760415822615
PH153811031,978.0,492.0,486.0,,0.8152173913043478,0.07246376811594203,0.0,0.010869565217391304,9,408941,0.005223271942370313
PH153811033,190.0,87.0,103.0,1.0,0.00980392156862745,0.12745098039215685,0.0,0.0,2,134094,0.006717742939092521
PH153811034,297.0,163.0,134.0,,1.0,0.0,0.0,0.18493150684931506,5,408941,0.010006500761333522
PH153812001,695.0,335.0,360.0,3.0,0.5714285714285714,0.2783882783882784,0.0,0.0,3,216563,0.0018857531740845495
PH153812003,793.0,393.0,400.0,1.0,0.012903225806451613,0.07096774193548387,0.0,0.0032258064516129032,3,216561,0.008224012861578226
PH153812004,729.0,354.0,375.0,1.0,0.9251968503937008,0.06299212598425197,0.11023622047244094,0.8858267716535433,2,134140,0.007479802136891579
PH153812006,3231.0,1565.0,1666.0,2.0,0.9289099526066351,0.015007898894154818,0.4067930489731438,0.5908372827804107,19,134150,0.006688461727538405
PH153812007,883.0,472.0,411.0,1.0,0.036734693877551024,0.012244897959183673,0.0,0.004081632653061225,0,134138,0.002161826206099146
PH153812009,2676.0,1331.0,1345.0,,0.8604923798358733,0.08558030480656506,0.3505275498241501,0.41735052754982416,20,476504,0.0061641415214086425
PH153812010,2370.0,1152.0,1218.0,3.0,0.7374031007751938,0.03391472868217054,0.21705426356589147,0.22286821705426357,27,134169,0.011163009449105055
PH153812012,3201.0,1650.0,1551.0,4.0,0.969939879759519,0.013026052104208416,0.13527054108216433,0.22845691382765532,14,134156,0.003325176438578883
PH153812013,803.0,410.0,393.0,2.0,0.9241379310344827,0.02413793103448276,0.30344827586206896,0.6482758620689655,3,134165,0.001604013318528972
PH153812014,1685.0,775.0,910.0,1.0,0.9797794117647058,0.011029411764705883,0.2426470588235294,0.016544117647058824,5,134142,0.0009549511905972726
PH153812015,223.0,115.0,108.0,1.0,0.06611570247933884,0.09917355371900827,0.256198347107438,0.71900826446281,0,134151,0.01469135817969363
PH153812016,338.0,161.0,177.0,,0.06862745098039216,0.0392156862745098,0.0,0.00980392156862745,0,134138,0.012504199736072823
PH153812017,528.0,270.0,258.0,,0.027450980392156862,0.00392156862745098,0.0,0.011764705882352941,0,134144,0.007885888402879886
PH153812018,746.0,335.0,411.0,,0.5514950166112956,0.15282392026578073,0.0,0.009966777408637873,0,134145,0.008391610479487962
PH153812019,1487.0,738.0,749.0,,0.2748414376321353,0.6871035940803383,0.0,0.0021141649048625794,0,216538,0.006513677614808748
PH153812020,2138.0,1103.0,1035.0,,0.8156862745098039,0.08366013071895424,0.330718954248366,0.17908496732026144,4,134147,0.0063560513180298634
PH153812023,562.0,309.0,253.0,1.0,0.16847826086956522,0.2826086956521739,0.9619565217391305,0.0,3,134164,0.005304343322424433
PH153812024,2284.0,1122.0,1162.0,1.0,0.9820426487093153,0.015712682379349047,0.4983164983164983,0.026936026936026935,7,134142,0.006162379522425633
PH153812026,709.0,329.0,380.0,1.0,0.0,0.0782608695652174,0.0,0.0,0,134148,0.006820540858068551
PH153812027,1148.0,579.0,569.0,1.0,0.9114832535885168,0.07177033492822966,0.08373205741626795,0.17464114832535885,3,134139,0.00551183411949692
PH153812028,716.0,349.0,367.0,,0.0091324200913242,0.2876712328767123,0.0,0.0045662100456621,0,216538,0.017751565564942885
PH153812029,1268.0,602.0,666.0,1.0,0.0,0.48009950248756217,0.0,0.0,6,134158,0.040806701189505114
PH153812030,370.0,185.0,185.0,,0.7987012987012987,0.14285714285714285,0.006493506493506494,0.09090909090909091,1,216558,0.00339472672290984
PH153812031,425.0,176.0,249.0,,0.00625,0.39375,0.0,1.0,0,134148,0.018253444110390954
PH153812033,218.0,103.0,115.0,,0.0,0.8046875,0.015625,0.0,1,134168,0.010089303509262359
PH153812034,403.0,199.0,204.0,,0.005952380952380952,0.9761904761904762,0.0,0.0,0,134168,0.030057976442405907
PH153812035,890.0,407.0,483.0,1.0,0.2204724409448819,0.7716535433070866,0.0,0.013123359580052493,4,216561,0.004090550041414186
PH153812036,1201.0,613.0,588.0,1.0,0.49502982107355864,0.07952286282306163,0.019880715705765408,0.027833001988071572,4,134167,0.007785080382550158
PH153812037,1126.0,613.0,513.0,1.0,0.08210526315789474,0.22736842105263158,0.002105263157894737,0.002105263157894737,2,134143,0.007953602747259429
PH153812038,1119.0,564.0,555.0,2.0,0.5323383084577115,0.25870646766169153,0.0,0.0,3,134153,0.0005999513270928872
PH153812039,423.0,219.0,204.0,1.0,0.006172839506172839,0.0,0.0,0.006172839506172839,0,134105,0.029420671691715663
PH153812040,860.0,463.0,397.0,1.0,0.39285714285714285,0.16071428571428573,0.0744047619047619,0.35714285714285715,2,134157,0.01143809829389003
PH153812041,1008.0,543.0,465.0,1.0,0.8782608695652174,0.08115942028985507,0.2985507246376812,0.3101449275362319,8,134155,0.0003077743574778118
PH153812042,1711.0,694.0,1017.0,3.0,0.8790849673202614,0.0915032679738562,0.4673202614379085,0.22549019607843138,28,134150,0.0035370135848246235
PH153812043,453.0,218.0,235.0,,0.0,0.7235023041474654,0.0,0.4470046082949309,1,134170,0.021971666974919514
PH153812044,210.0,107.0,103.0,1.0,0.0,0.7875,0.0,0.0,0,216558,0.006718277322553083
PH153812051,962.0,482.0,480.0,1.0,0.9203084832904884,0.038560411311053984,0.028277634961439587,0.2982005141388175,6,134157,0.004109140659947566
PH153812052,417.0,203.0,214.0,,0.006024096385542169,0.7108433734939759,0.0,0.0,2,134143,0.005776938002695237
PH153812053,728.0,362.0,366.0,1.0,0.05371900826446281,0.128099173553719,0.0,0.0,1,134149,0.005139978916645341
PH153813001,620.0,299.0,321.0,1.0,0.08547008547008547,0.09401709401709402,0.004273504273504274,0.01282051282051282,0,216615,0.01791561912748804
PH153813003,1789.0,857.0,932.0,2.0,0.8982511923688394,0.08108108108108109,0.02066772655007949,0.017488076311605722,8,134178,0.00341138876067966
PH153813004,997.0,480.0,517.0,,0.9681697612732095,0.01856763925729443,0.005305039787798408,0.0,0,134179,0.005500866641067777
PH153813006,791.0,442.0,349.0,1.0,0.038922155688622756,0.31736526946107785,0.023952095808383235,0.0,0,134182,0.0215240205681907
PH153813008,732.0,393.0,339.0,,0.9963235294117647,0.0,0.003676470588235294,0.022058823529411766,1,134189,0.01535148341697262
PH153813013,1273.0,630.0,643.0,1.0,0.20905172413793102,0.09267241379310345,0.017241379310344827,0.010775862068965518,2,134184,0.010457449026532827
PH153813015,190.0,99.0,91.0,1.0,0.0,0.8522727272727273,0.0,0.7386363636363636,0,216615,0.002752880132375047
PH153813021,1058.0,550.0,508.0,1.0,0.0056179775280898875,0.056179775280898875,0.0,0.0,1,216616,0.01375493064889853
PH153813028,651.0,374.0,277.0,1.0,0.08121827411167512,0.7766497461928934,0.116751269035533,0.7868020304568528,0,134189,0.02648997233803634
PH153813045,280.0,134.0,146.0,,0.03278688524590164,0.5163934426229508,0.0,0.0,0,216559,0.005696911358500995
PH153813046,371.0,208.0,163.0,1.0,0.006289308176100629,0.9811320754716981,0.006289308176100629,0.006289308176100629,0,134189,0.010645084426630756
PH153813050,864.0,476.0,388.0,1.0,0.30405405405405406,0.0,0.037162162162162164,0.23310810810810811,2,134188,0.00913405585545449
PH153814001,409.0,224.0,185.0,1.0,0.9057971014492754,0.07971014492753623,0.007246376811594203,0.007246376811594203,1,134023,0.008519992010840553
PH153814003,489.0,255.0,234.0,1.0,0.9896907216494846,0.010309278350515464,0.0,0.0,1,134025,0.004785356765264033
PH153814005,645.0,360.0,285.0,1.0,0.048672566371681415,0.9513274336283186,0.030973451327433628,0.0,0,134026,0.015540103707451135
PH153814006,488.0,249.0,239.0,2.0,1.0,0.0,0.0,0.013605442176870748,3,134027,0.004641293489688381
PH153814008,336.0,168.0,168.0,2.0,0.0,0.9739130434782609,0.0,0.0,0,134144,0.008589288797730387
PH153814009,396.0,211.0,185.0,1.0,0.9849624060150376,0.015037593984962405,0.007518796992481203,0.0,0,134023,0.009742270235887675
PH153814011,338.0,155.0,183.0,,0.7704918032786885,0.18032786885245902,0.0,0.0,0,134029,0.011915891020902842
PH153814012,547.0,282.0,265.0,1.0,0.8910891089108911,0.04950495049504951,0.07425742574257425,0.0,2,133981,0.006737264034788941
PH153814013,371.0,209.0,162.0,1.0,0.888,0.016,0.024,0.0,0,216618,0.006769477313633034
PH153814014,375.0,187.0,188.0,1.0,1.0,0.0,0.0,0.0,1,216565,0.006580022847259488
PH153814015,126.0,70.0,56.0,,0.04054054054054054,0.3108108108108108,0.013513513513513514,0.0,0,134144,0.02163935837038275
PH153814016,242.0,126.0,116.0,1.0,0.9247311827956989,0.043010752688172046,0.0,0.0,0,216534,0.011520543741232375
PH153814017,538.0,300.0,238.0,,1.0,0.0,0.012738853503184714,0.0,1,134029,0.007945254319130918
PH153814018,445.0,220.0,225.0,2.0,0.7037037037037037,0.2740740740740741,0.014814814814814815,0.014814814814814815,1,305011,0.003522682221739053
PH153814019,635.0,337.0,298.0,1.0,0.9959514170040485,0.0,0.020242914979757085,0.0,3,134039,0.0063975993085765475
PH153814026,366.0,205.0,161.0,1.0,0.31756756756756754,0.25,0.013513513513513514,0.02027027027027027,0,134205,0.00986903406096392
PH153814028,278.0,129.0,149.0,1.0,0.9894736842105263,0.005263157894736842,0.0,0.010526315789473684,4,134032,0.007517671081244964
PH153815002,1449.0,744.0,705.0,1.0,0.6632258064516129,0.2670967741935484,0.16129032258064516,0.09290322580645162,7,134220,0.004622385946829378
PH153815003,584.0,309.0,275.0,1.0,0.008,0.336,0.0,0.0,0,134223,0.01413799267310538
PH153815004,1728.0,885.0,843.0,4.0,0.5365853658536586,0.39356984478935697,0.06984478935698447,0.07760532150776053,10,134222,0.010604848322646996
PH153815005,890.0,476.0,414.0,2.0,0.5503355704697986,0.41387024608501116,0.0,0.0022371364653243847,10,134219,0.0053345156062512625
PH153815006,880.0,479.0,401.0,3.0,0.28225806451612906,0.5544354838709677,0.11895161290322581,0.018145161290322582,12,134289,0.011444488152401698
PH153815008,1282.0,666.0,616.0,3.0,0.4185185185185185,0.29444444444444445,0.037037037037037035,0.22037037037037038,4,134241,0.0035886221919071027
PH153815009,568.0,277.0,291.0,2.0,0.29959514170040485,0.21052631578947367,0.5384615384615384,0.012145748987854251,7,134218,0.0043719262931351645
PH153815010,692.0,355.0,337.0,1.0,0.6964769647696477,0.26287262872628725,0.0,0.0,5,134225,0.008641430735973926
PH153815012,921.0,496.0,425.0,3.0,0.6466346153846154,0.002403846153846154,0.07932692307692307,0.016826923076923076,5,134232,0.00895914138456445
PH153815013,737.0,408.0,329.0,2.0,0.2808641975308642,0.46296296296296297,0.0030864197530864196,0.0,2,302101,0.008669065432939146
PH153815014,686.0,350.0,336.0,1.0,0.13666666666666666,0.6,0.0033333333333333335,0.0033333333333333335,3,134278,0.005444506592065226
PH153815017,566.0,321.0,245.0,1.0,0.0,0.5964125560538116,0.004484304932735426,0.34977578475336324,3,134277,0.004509713740411883
PH153815022,771.0,421.0,350.0,1.0,0.6657824933687002,0.21750663129973474,0.0,0.13262599469496023,6,134233,0.01772572963521872
PH153815023,1462.0,705.0,757.0,3.0,0.5990510083036773,0.33926453143534996,0.1708185053380783,0.16251482799525505,5,134228,0.011575460469056114
PH153815025,2993.0,1522.0,1471.0,7.0,0.7595166163141994,0.1770392749244713,0.343202416918429,0.22779456193353476,49,476509,0.006381377817779225
PH153815028,668.0,328.0,340.0,1.0,0.07755102040816327,0.6530612244897959,0.0,0.0,0,134215,0.032853805831550224
PH153815029,428.0,226.0,202.0,1.0,0.21379310344827587,0.6206896551724138,0.020689655172413793,0.0,0,134237,0.007619576111769867
PH153815030,2116.0,1093.0,1023.0,4.0,0.15021459227467812,0.06866952789699571,0.002145922746781116,0.05257510729613734,15,134293,0.020290368169237724
PH153815031,496.0,265.0,231.0,1.0,0.0,0.4730290456431535,0.0,0.0,3,134273,0.008526015422706578
PH153815032,522.0,286.0,236.0,1.0,0.0,0.8403361344537815,0.0,0.004201680672268907,0,134238,0.04136739498832591
PH153815034,500.0,250.0,250.0,1.0,0.0043859649122807015,0.7631578947368421,0.0,0.0,0,216627,0.033613383664838105
PH153815036,685.0,347.0,338.0,1.0,0.034220532319391636,0.9581749049429658,0.09125475285171103,0.41064638783269963,3,134240,0.0041076840259269744
PH153815042,1071.0,553.0,518.0,3.0,0.17864476386036962,0.4620123203285421,0.0,0.02053388090349076,10,134239,0.011211973311031622
PH153816005,508.0,325.0,183.0,,0.0,0.5072463768115942,0.0,0.0,3,134251,0.04021465399533769
PH153816007,618.0,308.0,310.0,1.0,0.4846938775510204,0.025510204081632654,0.00510204081632653,0.02040816326530612,6,216601,0.007291541694125259
PH153816008,368.0,195.0,173.0,,0.01694915254237288,0.2711864406779661,0.01694915254237288,0.00847457627118644,0,134266,0.020893575755446224
PH153816009,386.0,224.0,162.0,,0.0,0.3103448275862069,0.0,0.0,2,216577,0.01692405855717848
PH153816013,1579.0,806.0,773.0,1.0,0.9715536105032823,0.015317286652078774,0.04814004376367615,0.24726477024070023,12,134197,0.00813345372107775
PH153816014,499.0,276.0,223.0,,0.09395973154362416,0.06711409395973154,0.0,0.0,1,134010,0.014941144596337792
PH153816018,716.0,398.0,318.0,,0.027190332326283987,0.0,0.0,0.012084592145015106,0,216574,0.02454333406221826
PH153816019,1195.0,684.0,511.0,1.0,0.7916666666666666,0.1875,0.0625,0.0390625,8,216601,0.011344020278590664
PH153816025,556.0,233.0,323.0,,0.0,0.0,0.0,0.0,3,134022,0.01844054870106008
PH153816028,643.0,356.0,287.0,1.0,0.9259259259259259,0.013888888888888888,0.0,0.0,7,134199,0.008075527005609505
PH153816032,2435.0,1265.0,1170.0,1.0,0.9525691699604744,0.04216073781291173,0.00922266139657444,0.011857707509881422,15,216554,0.008261723398574006
PH153816033,13965.0,7380.0,6585.0,2.0,0.9886148007590133,0.0056925996204933585,0.1650853889943074,0.7893738140417458,15,134201,0.006270203216537229
PH153816035,893.0,467.0,426.0,1.0,0.1761006289308176,0.006289308176100629,0.009433962264150943,0.012578616352201259,7,134010,0.01654804388542012
PH153816036,1617.0,843.0,774.0,,0.9703832752613241,0.005226480836236934,0.15331010452961671,0.006968641114982578,17,216649,0.007163812079692562
PH153816038,448.0,209.0,239.0,,0.8424242424242424,0.0,0.0,0.012121212121212121,4,216542,0.013158161784876578
PH153817001,2371.0,1240.0,1131.0,8.0,0.162134944612286,0.6022155085599195,0.015105740181268883,0.03323262839879154,4,134248,0.01579531538203835
PH153817002,551.0,300.0,251.0,1.0,0.004366812227074236,0.013100436681222707,0.0,0.0,0,134022,0.04321850855078635
PH153817003,829.0,421.0,408.0,2.0,0.0,0.29683698296836986,0.051094890510948905,0.25304136253041365,1,134258,0.025778322263440467
PH153817004,632.0,319.0,313.0,1.0,0.05947955390334572,0.862453531598513,0.0,0.4758364312267658,1,134249,0.019891254476857845
PH153817005,912.0,467.0,445.0,2.0,0.011494252873563218,0.22167487684729065,0.0,0.060755336617405585,1,134251,0.0114425234663644
PH153817006,900.0,460.0,440.0,1.0,0.0196078431372549,0.09477124183006536,0.0032679738562091504,0.4150326797385621,0,216574,0.019615516232890127
PH153817007,1628.0,858.0,770.0,5.0,0.1430745814307458,0.6575342465753424,0.0060882800608828,0.0076103500761035,11,134245,0.014901351829345209
PH153817008,1850.0,929.0,921.0,5.0,0.3151010701545779,0.5624256837098692,0.023781212841854936,0.20927467300832342,4,134262,0.019184638433961225
PH153817009,2031.0,1028.0,1003.0,6.0,0.050930460333006855,0.21253672869735554,0.019588638589618023,0.38393731635651324,11,134250,0.003063500121490979
PH153817010,4077.0,2117.0,1960.0,11.0,0.3016639828234031,0.4863123993558776,0.040257648953301126,0.2533548040794418,18,134268,0.0034440495447888415
PH153817011,688.0,359.0,329.0,1.0,0.011019283746556474,0.5261707988980716,0.01928374655647383,0.33608815426997246,1,216586,0.03134259190383199
PH153818001,2271.0,1089.0,1182.0,9.0,0.1450381679389313,0.36736641221374045,0.01431297709923664,0.09541984732824428,1,253004,0.012748646719255774
PH153818002,569.0,272.0,297.0,2.0,0.31390134529147984,0.43946188340807174,0.017937219730941704,0.27802690582959644,3,305023,0.005476921783187517
PH153818003,467.0,197.0,270.0,4.0,0.03550295857988166,0.0,0.0,0.6035502958579881,1,133897,0.009501184289496771
PH153818004,1093.0,563.0,530.0,4.0,0.13005780346820808,0.09826589595375723,0.0,0.002890173410404624,1,133894,0.009880192751111988
PH153818005,803.0,357.0,446.0,2.0,0.23809523809523808,0.34285714285714286,0.0031746031746031746,0.0031746031746031746,1,133897,0.011071977326046955
PH153818006,1170.0,544.0,626.0,2.0,0.45910290237467016,0.0,0.46701846965699206,0.03430079155672823,15,216550,0.01675851132306577
PH153818007,677.0,305.0,372.0,2.0,0.0,0.00816326530612245,0.0,0.02040816326530612,1,253007,0.007907516956298623
PH153818008,1197.0,601.0,596.0,3.0,0.24885844748858446,0.01141552511415525,0.0,0.0,0,133909,0.013848813725013839
PH153818009,633.0,284.0,349.0,2.0,0.0,0.5029411764705882,0.0058823529411764705,0.25,3,133906,0.01166893792913946
PH153818010,1061.0,561.0,500.0,2.0,0.8104265402843602,0.02132701421800948,0.0,0.2559241706161137,2,133892,0.009175104887558398
PH153818011,756.0,368.0,388.0,3.0,0.11217948717948718,0.14102564102564102,0.01282051282051282,0.01282051282051282,0,133931,0.0049291159414867995
PH153818012,830.0,396.0,434.0,1.0,0.010830324909747292,0.08664259927797834,0.0036101083032490976,0.018050541516245487,1,133899,0.0009880784740682242
PH153818013,1040.0,496.0,544.0,2.0,0.06040268456375839,0.2181208053691275,0.020134228187919462,0.020134228187919462,2,133901,0.0067609688331232
PH153818014,586.0,267.0,319.0,1.0,0.02976190476190476,0.041666666666666664,0.0,0.0,1,133903,0.010430534245151413
PH153819001,1923.0,964.0,959.0,4.0,0.3477508650519031,0.3806228373702422,0.006920415224913495,0.0017301038062283738,6,305009,0.025770120326635105
PH153819002,764.0,379.0,385.0,,0.1206896551724138,0.3310344827586207,0.0,0.0034482758620689655,1,216557,0.03650609096875272
PH153819005,616.0,285.0,331.0,1.0,0.2905027932960894,0.18994413407821228,0.01675977653631285,0.35195530726256985,3,216626,0.011118785507489177
PH153819006,650.0,329.0,321.0,1.0,0.05670103092783505,0.0,0.5979381443298969,0.4020618556701031,1,216613,0.00880541538228744
PH153819007,460.0,222.0,238.0,1.0,0.17751479289940827,0.10059171597633136,0.0,0.0,1,134124,0.01358479439313973
PH153819008,850.0,434.0,416.0,1.0,0.3,0.6076923076923076,0.0,0.0,1,134122,0.022349192499275024
PH153819009,855.0,427.0,428.0,1.0,0.9123505976095617,0.0199203187250996,0.0,0.00398406374501992,3,134120,0.010425783532499169
PH153819010,800.0,443.0,357.0,1.0,0.0045662100456621,0.0273972602739726,0.0045662100456621,0.0,7,216570,0.009645402309200045
PH153819011,637.0,345.0,292.0,1.0,0.34801762114537443,0.048458149779735685,0.05286343612334802,0.3568281938325991,1,216590,0.023161849169872975
PH153819012,929.0,457.0,472.0,1.0,0.8333333333333334,0.0030303030303030303,0.01818181818181818,0.048484848484848485,3,216626,0.006785897034087051
PH153819013,881.0,476.0,405.0,1.0,0.007142857142857143,0.4357142857142857,0.0,0.0,0,216615,0.022168282694688676
PH153819015,444.0,209.0,235.0,2.0,0.0196078431372549,0.11764705882352941,0.0196078431372549,0.43137254901960786,0,216615,0.012531594317360157
PH153819016,1217.0,632.0,585.0,2.0,0.9921052631578947,0.007894736842105263,0.04473684210526316,0.0,11,216614,0.005671948553238809
PH153819017,855.0,449.0,406.0,1.0,0.6595744680851063,0.11702127659574468,0.0035460992907801418,0.0035460992907801418,3,134129,0.0027167774942852335
PH153819018,348.0,185.0,163.0,,0.6415094339622641,0.09433962264150944,0.009433962264150943,0.10377358490566038,4,134126,0.013620002986787156
PH153819022,265.0,130.0,135.0,1.0,0.011111111111111112,0.0,0.0,0.0,0,134119,0.005783132445432351
PH153820001,625.0,375.0,250.0,,0.8342857142857143,0.07428571428571429,0.08,0.005714285714285714,1,216634,0.016289818213065077
PH153820002,657.0,323.0,334.0,,0.84,0.105,0.015,0.0,1,134132,0.010107523503287334
PH153820003,558.0,271.0,287.0,,0.1320754716981132,0.09433962264150944,0.48427672955974843,0.03773584905660377,0,216634,0.008571024824059624
