PSGC_BRGY,both_student_age_7_to_25,male_student_age_7_to_25,female_student_age_7_to_25,No_of_Schools,Perc_Households_Electricity_Light,Perc_Households_Kerosene_Gass_Light,Perc_Households_Drinking_Owned_Faucet,Perc_Households_Drinking_Shared_Faucet,number_of_roads,Nearest_School,Nearest_School_Distance
PH150704021,282.0,133.0,149.0,1.0,0.1927710843373494,0.30120481927710846,0.0,0.26506024096385544,0,133058,0.0125036451026651
PH150705001,885.0,438.0,447.0,2.0,0.0,0.5250836120401338,0.0,0.9264214046822743,1,215012,0.012190189641476808
PH150705002,318.0,174.0,144.0,,0.007194244604316547,0.9928057553956835,0.0,1.0,5,133103,0.010346507478989008
PH150705006,567.0,278.0,289.0,1.0,0.02564102564102564,0.8034188034188035,0.4230769230769231,0.34615384615384615,0,133120,0.0012798938272370983
PH150705007,673.0,330.0,343.0,1.0,0.026119402985074626,0.9253731343283582,0.033582089552238806,0.8246268656716418,3,133099,0.00543741461604054
PH150705010,1207.0,601.0,606.0,1.0,0.017456359102244388,0.912718204488778,0.0,0.2743142144638404,6,133101,0.013334751125182162
PH150705013,841.0,431.0,410.0,2.0,0.003676470588235294,0.8602941176470589,0.014705882352941176,0.27205882352941174,3,133127,0.010311087622566549
PH150705014,1342.0,646.0,696.0,2.0,0.013207547169811321,0.5056603773584906,0.0018867924528301887,0.7264150943396226,14,304952,0.009251070465021787
PH150705019,706.0,332.0,374.0,3.0,0.08379888268156424,0.4692737430167598,0.11731843575418995,0.37988826815642457,7,133114,0.015825488537238943
PH150705022,880.0,447.0,433.0,3.0,0.674863387978142,0.3251366120218579,0.02185792349726776,0.1448087431693989,3,133122,0.02285726884369528
PH150705024,600.0,305.0,295.0,1.0,0.008064516129032258,0.9919354838709677,0.11290322580645161,0.8467741935483871,1,215005,0.0318722312391816
PH150705025,434.0,201.0,233.0,1.0,0.0,0.7630331753554502,0.02843601895734597,0.13744075829383887,3,133116,0.00867665470164537
PH150705027,517.0,257.0,260.0,,0.021739130434782608,0.9456521739130435,0.0,0.05434782608695652,0,133109,0.05088185277108522
PH150705028,503.0,253.0,250.0,2.0,0.009950248756218905,0.46766169154228854,0.31343283582089554,0.6865671641791045,4,133097,0.004985466039933909
PH150705029,625.0,295.0,330.0,1.0,0.6137566137566137,0.2857142857142857,0.005291005291005291,0.0,1,133129,0.01384258423603984
PH150705030,596.0,301.0,295.0,2.0,0.515695067264574,0.484304932735426,0.15246636771300448,0.09865470852017937,3,133126,0.004327693221785078
PH150705031,672.0,339.0,333.0,1.0,0.018633540372670808,0.9006211180124224,0.13664596273291926,0.3167701863354037,3,133101,0.011104134018071251
PH150705032,502.0,260.0,242.0,2.0,0.0,0.9886363636363636,0.4318181818181818,0.14204545454545456,0,133109,0.03586294240182343
PH150705035,534.0,250.0,284.0,1.0,0.0036101083032490976,0.8916967509025271,0.0,1.0,3,133103,0.011500819362613187
PH150705036,340.0,173.0,167.0,1.0,0.8076923076923077,0.13846153846153847,0.06923076923076923,0.7846153846153846,0,133128,0.005496701194326407
PH150705039,812.0,410.0,402.0,1.0,0.0027247956403269754,0.9509536784741145,0.0027247956403269754,0.989100817438692,2,133119,0.004350606507120052
PH150705041,394.0,190.0,204.0,1.0,0.007194244604316547,0.014388489208633094,0.0,0.0,6,133102,0.007423728809462856
PH150705042,382.0,198.0,184.0,1.0,0.049689440993788817,0.5590062111801242,0.024844720496894408,0.8633540372670807,11,133104,0.008839748937350594
PH150705043,770.0,414.0,356.0,,0.0,0.8745098039215686,0.0,0.12941176470588237,0,133109,0.0035691696524353814
PH150705044,445.0,215.0,230.0,1.0,0.011904761904761904,0.7261904761904762,0.0,0.0,4,406060,0.003160472795818191
PH150705045,373.0,178.0,195.0,1.0,0.9075907590759076,0.0924092409240924,0.19141914191419143,0.0,1,133125,0.0014492565900370603
PH150705047,722.0,355.0,367.0,1.0,0.0031847133757961785,0.9522292993630573,0.21656050955414013,0.7515923566878981,1,133096,0.006329966261298945
PH150705048,670.0,361.0,309.0,1.0,0.5180180180180181,0.44594594594594594,0.8198198198198198,0.13063063063063063,8,133162,0.010324767505432628
PH150705050,559.0,277.0,282.0,2.0,0.024193548387096774,0.9435483870967742,0.0,0.0,0,133130,0.004989014706329168
PH150705051,365.0,170.0,195.0,1.0,0.019704433497536946,0.8374384236453202,0.034482758620689655,0.009852216748768473,0,215012,0.03300236566530127
PH150706002,1309.0,567.0,742.0,2.0,0.8630393996247655,0.1294559099437148,0.15196998123827393,0.3302063789868668,1,133140,0.007194319723450442
PH150706003,589.0,266.0,323.0,1.0,0.43781094527363185,0.5572139303482587,0.0,0.6218905472636815,0,133138,0.015314572130240778
PH150706004,941.0,499.0,442.0,2.0,0.5011764705882353,0.09411764705882353,0.07764705882352942,0.011764705882352941,0,304937,0.004867335869124139
PH150706011,393.0,205.0,188.0,1.0,0.8379888268156425,0.1564245810055866,0.1340782122905028,0.8044692737430168,2,133149,0.013056314114049878
PH150706012,476.0,240.0,236.0,1.0,0.9108910891089109,0.0891089108910891,0.0049504950495049506,0.7524752475247525,2,133161,0.016169752343062765
PH150706016,1449.0,689.0,760.0,2.0,0.891566265060241,0.10602409638554217,0.6289156626506024,0.06265060240963856,17,304954,0.01211441180998458
PH150706017,966.0,389.0,577.0,1.0,0.01524390243902439,0.9298780487804879,0.009146341463414634,0.01524390243902439,3,133165,0.0008584776080805308
PH150706018,961.0,478.0,483.0,1.0,0.3992673992673993,0.5934065934065934,0.0,0.01098901098901099,0,133138,0.010020867253446612
PH150706019,405.0,205.0,200.0,1.0,0.8175675675675675,0.18243243243243243,0.12837837837837837,0.6486486486486487,1,133140,0.0043116304426505814
PH150706030,752.0,376.0,376.0,1.0,0.0033444816053511705,0.8762541806020067,0.020066889632107024,0.0,0,133159,0.008433360232162073
PH150706038,391.0,184.0,207.0,1.0,0.636986301369863,0.3287671232876712,0.02054794520547945,0.0,2,133136,0.012962060798673432
PH150707005,1073.0,570.0,503.0,,0.590778097982709,0.40634005763688763,0.037463976945244955,0.3976945244956772,1,133188,0.008281719730883859
PH150707010,485.0,241.0,244.0,2.0,0.9657534246575342,0.0273972602739726,0.0,0.0136986301369863,1,304948,0.01213982708686293
PH150707016,591.0,272.0,319.0,1.0,0.7004608294930875,0.2995391705069124,0.0,0.0,1,133184,0.021361367895375998
PH150707021,1382.0,779.0,603.0,1.0,0.8403846153846154,0.05,0.0,0.0019230769230769232,1,133200,0.014291806276729232
PH150707025,841.0,412.0,429.0,1.0,0.7507418397626113,0.24629080118694363,0.020771513353115726,0.002967359050445104,2,132981,0.011437093870221004
PH150707028,1137.0,529.0,608.0,2.0,0.6799116997792495,0.31788079470198677,0.011037527593818985,0.1986754966887417,3,304935,0.014774874429564398
PH150707033,840.0,407.0,433.0,,0.5734265734265734,0.4125874125874126,0.0,0.04195804195804196,3,215004,0.0017668470330231111
PH150707034,1784.0,910.0,874.0,1.0,0.7397034596375618,0.2602965403624382,0.0032948929159802307,0.006589785831960461,1,133200,0.001359372911363592
PH150707040,669.0,297.0,372.0,,0.8995433789954338,0.1004566210045662,0.0228310502283105,0.0,2,132983,0.009154655539601592
PH150707041,326.0,150.0,176.0,1.0,0.9906542056074766,0.0,0.0,0.0,1,132981,0.012136607811457981
PH150708001,486.0,241.0,245.0,1.0,0.7267441860465116,0.2616279069767442,0.0,0.0,4,215006,0.010730129430293625
PH150708002,1072.0,497.0,575.0,1.0,0.005063291139240506,0.6658227848101266,0.0,0.0,0,133198,0.0030267451696761164
PH150708003,900.0,467.0,433.0,1.0,0.571969696969697,0.15151515151515152,0.0,0.007575757575757576,3,133181,0.013504160038827527
PH150708004,598.0,300.0,298.0,1.0,0.02491103202846975,0.9750889679715302,0.0711743772241993,0.021352313167259787,0,133190,0.019965721098835747
PH150708005,514.0,267.0,247.0,,0.4810810810810811,0.5135135135135135,0.0,0.005405405405405406,1,133196,0.007662345236022609
PH150708006,784.0,400.0,384.0,,0.0321285140562249,0.9598393574297188,0.0,0.004016064257028112,2,133186,0.01614818228292588
PH150708007,2008.0,966.0,1042.0,1.0,0.833112582781457,0.14304635761589404,0.006622516556291391,0.0,5,133186,0.00277906936655157
PH150708008,464.0,228.0,236.0,2.0,0.48,0.52,0.011428571428571429,0.0,2,475003,0.01373174529025678
PH150708009,778.0,402.0,376.0,,0.8866279069767442,0.11337209302325581,0.0,0.0,1,133186,0.023138206342126513
PH150709001,418.0,197.0,221.0,,0.40606060606060607,0.37575757575757573,0.0,0.6181818181818182,0,133143,0.019553412377576785
PH150709002,491.0,235.0,256.0,1.0,0.3941176470588235,0.4235294117647059,0.0,0.0,0,133143,0.008196149369997636
PH150709003,535.0,289.0,246.0,1.0,0.009569377990430622,0.7320574162679426,0.004784688995215311,0.09569377990430622,0,133155,0.009662418592689511
PH150709004,676.0,305.0,371.0,1.0,0.5,0.4344262295081967,0.00819672131147541,0.00819672131147541,0,133148,0.023672424797750585
PH150709005,574.0,275.0,299.0,1.0,0.19183673469387755,0.7551020408163265,0.0,0.0,0,133144,0.006567284732037876
PH150709006,542.0,271.0,271.0,1.0,0.5904255319148937,0.39361702127659576,0.015957446808510637,0.5638297872340425,0,304937,0.007576929509377217
PH150709007,962.0,480.0,482.0,1.0,0.16129032258064516,0.7553763440860215,0.002688172043010753,0.0,0,133163,0.011082253486542912
PH150709008,581.0,284.0,297.0,1.0,0.9227941176470589,0.011029411764705883,0.014705882352941176,0.6397058823529411,0,133137,0.0066061838630387445
PH150709009,544.0,276.0,268.0,1.0,0.006024096385542169,0.9879518072289156,0.006024096385542169,0.006024096385542169,0,133175,0.013841002160066495
PH150709010,370.0,171.0,199.0,,0.23195876288659795,0.6958762886597938,0.05670103092783505,0.07731958762886598,0,133168,0.006728227715127032
PH150709011,571.0,299.0,272.0,1.0,0.015306122448979591,0.9795918367346939,0.0,0.02040816326530612,0,133155,0.007878493842215072
PH150709012,468.0,237.0,231.0,1.0,0.22727272727272727,0.696969696969697,0.9090909090909091,0.030303030303030304,0,133163,0.007695529060046988
PH150709013,795.0,390.0,405.0,,0.0425531914893617,0.7489361702127659,0.01276595744680851,0.0,0,133148,0.009585298706970335
PH150709014,246.0,121.0,125.0,,0.837037037037037,0.16296296296296298,0.11851851851851852,0.2,0,215002,0.011154910022995537
PH150709015,919.0,474.0,445.0,1.0,0.007444168734491315,0.9280397022332506,0.10669975186104218,0.17121588089330025,0,133157,0.0057592330213632375
PH150709016,428.0,226.0,202.0,1.0,0.013513513513513514,0.7972972972972973,0.0,0.0,0,133143,0.01353720577181369
PH150710001,455.0,239.0,216.0,1.0,0.6319018404907976,0.3619631901840491,0.0,0.0,0,133180,0.012620829917147585
PH150710002,1324.0,690.0,634.0,2.0,0.9014423076923077,0.08173076923076923,0.040865384615384616,0.019230769230769232,0,318003,0.013876831490668937
PH150710003,736.0,337.0,399.0,1.0,0.8421052631578947,0.15789473684210525,0.0,0.007017543859649123,0,133205,0.005413001862273961
PH150710004,775.0,409.0,366.0,1.0,0.0,0.9392712550607287,0.0,0.008097165991902834,0,133195,0.0035850374536356634
PH150710005,561.0,299.0,262.0,1.0,0.07526881720430108,0.9139784946236559,0.005376344086021506,0.0,1,133196,0.005166156605746851
PH150710006,499.0,250.0,249.0,1.0,0.07386363636363637,0.9204545454545454,0.017045454545454544,0.0,1,133205,0.02199879103225821
PH150710007,600.0,301.0,299.0,1.0,0.00510204081632653,0.9744897959183674,0.0,0.00510204081632653,0,133191,0.025939796289468832
PH150710008,722.0,354.0,368.0,1.0,0.7991452991452992,0.20085470085470086,0.0,0.004273504273504274,2,133206,0.009646742926173622
PH150710009,872.0,443.0,429.0,1.0,0.023809523809523808,0.6802721088435374,0.0,0.003401360544217687,0,133207,0.00679518936945799
PH150710010,764.0,400.0,364.0,2.0,0.4085106382978723,0.5914893617021276,0.0,0.0,0,133201,0.008333529023198127
PH150710011,1677.0,887.0,790.0,1.0,0.6531007751937985,0.3236434108527132,0.0,0.001937984496124031,1,133210,0.0065032462537189546
PH150711001,467.0,231.0,236.0,1.0,0.04712041884816754,0.9476439790575916,0.0,0.0,0,133154,0.004421408509280841
PH150711002,592.0,288.0,304.0,2.0,0.8306451612903226,0.056451612903225805,0.7983870967741935,0.16532258064516128,0,133158,0.008245091579926759
PH150711003,1256.0,643.0,613.0,1.0,0.614190687361419,0.37915742793791574,0.14412416851441243,0.24611973392461198,0,133177,0.008374313530120043
PH150711004,411.0,218.0,193.0,1.0,0.8909090909090909,0.10909090909090909,0.1393939393939394,0.006060606060606061,1,133161,0.004886999364054609
PH150711005,317.0,153.0,164.0,1.0,0.06779661016949153,0.9322033898305084,0.01694915254237288,0.9774011299435028,0,133147,0.007388877117265346
PH150711006,417.0,217.0,200.0,1.0,0.6763285024154589,0.28502415458937197,0.004830917874396135,0.0,0,133158,0.02430493064935287
PH150711007,566.0,286.0,280.0,1.0,0.021621621621621623,0.8918918918918919,0.021621621621621623,0.9621621621621622,0,133172,0.003888062328037469
PH150711008,1064.0,543.0,521.0,1.0,0.643646408839779,0.356353591160221,0.5276243093922652,0.2955801104972376,5,133173,0.008285537218048629
PH150711009,1056.0,495.0,561.0,1.0,0.6368286445012787,0.0741687979539642,0.005115089514066497,0.0025575447570332483,0,132995,0.01897634049217348
PH150711010,334.0,175.0,159.0,1.0,0.7426900584795322,0.04678362573099415,0.029239766081871343,0.15204678362573099,3,133174,0.014472266418658009
PH150711011,699.0,367.0,332.0,1.0,0.02727272727272727,0.9727272727272728,0.0,0.9,0,133177,0.011552414078922449
PH150711012,843.0,405.0,438.0,1.0,0.8562691131498471,0.12844036697247707,0.04281345565749235,0.8470948012232415,1,133178,0.0060838164131570855
PH150712001,715.0,373.0,342.0,1.0,0.012711864406779662,0.012711864406779662,0.0,0.0,0,133069,0.03120385102485699
PH150712002,1378.0,676.0,702.0,1.0,0.010570824524312896,0.6405919661733616,0.0,0.07188160676532769,0,133070,0.018326001548798286
PH150712003,1391.0,718.0,673.0,4.0,0.05443548387096774,0.4375,0.0846774193548387,0.0020161290322580645,0,215016,0.01772570687898675
PH150712004,819.0,370.0,449.0,2.0,0.020527859237536656,0.39296187683284456,0.011730205278592375,0.0,0,133072,0.005285554720086417
PH150712005,346.0,173.0,173.0,1.0,0.030534351145038167,0.9694656488549618,0.0,0.0,0,133074,0.00838753099915115
PH150712006,784.0,414.0,370.0,1.0,0.006329113924050633,0.9936708860759493,0.006329113924050633,0.0031645569620253164,4,133075,0.012307741885684363
PH150712007,690.0,338.0,352.0,1.0,0.016,0.86,0.0,0.0,0,215016,0.03734983210732827
PH150712008,1666.0,815.0,851.0,1.0,0.05166051660516605,0.36162361623616235,0.04428044280442804,0.0,0,133077,0.005419092605983603
PH150712009,1272.0,620.0,652.0,2.0,0.013363028953229399,0.41648106904231624,0.0,0.011135857461024499,0,133078,0.028595651150707554
PH150712010,1641.0,827.0,814.0,1.0,0.05678670360110803,0.37257617728531855,0.0,0.0,0,133079,0.012789938550761215
PH150713001,1109.0,552.0,557.0,1.0,0.012779552715654952,0.04792332268370607,0.0,0.0,0,133091,0.01520430027502696
PH150713002,701.0,401.0,300.0,1.0,0.0,0.43283582089552236,0.0,0.0,0,304934,0.001498794618030086
PH150713003,519.0,270.0,249.0,2.0,0.021621621621621623,0.010810810810810811,0.0,0.0,0,304933,0.010258080355084295
PH150713004,1416.0,696.0,720.0,2.0,0.0196078431372549,0.9607843137254902,0.0,0.0,0,133094,0.00579956816088122
PH150713005,1027.0,518.0,509.0,1.0,0.0,0.6309963099630996,0.0,0.0,0,133087,0.005803091265856057
PH150713006,1795.0,917.0,878.0,1.0,0.006289308176100629,0.7405660377358491,0.0,0.0031446540880503146,0,133088,0.0064296484885696436
PH150713007,324.0,145.0,179.0,1.0,0.036585365853658534,0.9634146341463414,0.036585365853658534,0.0,0,133090,0.012570538292577456
PH150713008,823.0,445.0,378.0,2.0,0.01639344262295082,0.6327868852459017,0.0,0.003278688524590164,0,133094,0.009542125875621834
PH150713009,572.0,295.0,277.0,1.0,0.018404907975460124,0.024539877300613498,0.006134969325153374,0.0,0,133081,0.004406433070792479
PH150713010,796.0,388.0,408.0,1.0,0.01020408163265306,0.8877551020408163,0.0,0.01020408163265306,0,133083,0.032739602195976686
PH150713011,718.0,376.0,342.0,1.0,0.23809523809523808,0.2597402597402597,0.19480519480519481,0.03463203463203463,0,133095,0.01185212358868662
PH150713012,1215.0,618.0,597.0,2.0,0.018018018018018018,0.5022522522522522,0.009009009009009009,0.0,0,133086,0.005958395988321263
PH153601001,381.0,167.0,214.0,1.0,1.0,0.0,0.0,0.0,0,133553,0.0031688851563276264
PH153601002,277.0,123.0,154.0,8.0,0.9916666666666667,0.0,0.0,0.0,1,133557,0.002405952385878007
PH153601004,245.0,122.0,123.0,2.0,0.0,0.045454545454545456,0.0,0.0,0,133610,0.01351047634934435
PH153601005,348.0,170.0,178.0,1.0,0.9770992366412213,0.0,0.0,0.0,0,133562,0.017470077090116186
PH153601006,208.0,93.0,115.0,1.0,0.9894736842105263,0.0,0.0,0.0,1,133557,0.0038165157804976113
PH153601007,523.0,259.0,264.0,7.0,0.9329896907216495,0.0,0.020618556701030927,0.0,0,133553,0.00014933270695663092
PH153601008,262.0,127.0,135.0,3.0,0.9906542056074766,0.0,0.009345794392523364,0.0,0,133710,0.005368287897535796
PH153601009,954.0,453.0,501.0,,1.0,0.0,0.006060606060606061,0.0030303030303030303,0,133553,0.004440727557406872
PH153601010,291.0,145.0,146.0,,0.9714285714285714,0.0,0.0,0.01904761904761905,0,133549,0.0006790832672206078
PH153601011,250.0,141.0,109.0,1.0,1.0,0.0,0.010869565217391304,0.0,0,133553,0.002414641084373237
PH153601012,184.0,95.0,89.0,2.0,0.6428571428571429,0.017857142857142856,0.0,0.0,0,133562,0.005520922605904872
PH153601013,320.0,156.0,164.0,9.0,0.9764705882352941,0.0,0.03529411764705882,0.03529411764705882,0,133553,0.004478965343991568
PH153601014,313.0,134.0,179.0,1.0,1.0,0.0,0.0,0.0,1,133557,0.003926018837739818
PH153601015,200.0,85.0,115.0,1.0,1.0,0.0,0.01639344262295082,0.0,0,133564,0.005055694714486158
PH153601016,441.0,212.0,229.0,2.0,0.9877300613496932,0.006134969325153374,0.0,0.0,0,133545,0.0023242578460695
PH153601018,425.0,195.0,230.0,4.0,1.0,0.0,0.11475409836065574,0.03278688524590164,0,133553,0.0013857989560425944
PH153601019,305.0,132.0,173.0,1.0,1.0,0.0,0.0,0.0,0,133557,0.0033576261577037436
PH153601020,147.0,68.0,79.0,15.0,1.0,0.0,0.014285714285714285,0.0,0,133710,0.0029162959108167312
PH153601021,278.0,148.0,130.0,,1.0,0.0,0.0,0.0,2,133558,0.0037193567966051317
PH153601022,511.0,247.0,264.0,3.0,0.8904109589041096,0.0,0.0,0.0,0,133553,0.003864673370458909
PH153601023,281.0,144.0,137.0,9.0,1.0,0.0,0.0,0.0,1,133562,0.011440213393623016
PH153601024,214.0,125.0,89.0,1.0,0.9230769230769231,0.0,0.0,0.0,0,133562,0.013828796605156622
PH153601025,326.0,151.0,175.0,3.0,0.9285714285714286,0.0,0.016483516483516484,0.01098901098901099,0,133562,0.02355830169110601
PH153601026,201.0,107.0,94.0,4.0,0.0,0.0,0.0,0.0,1,133562,0.01114182245447828
PH153601027,367.0,182.0,185.0,2.0,0.9568965517241379,0.034482758620689655,0.0,0.0,0,133545,0.0015195342246026708
PH153601028,287.0,123.0,164.0,,1.0,0.0,0.009009009009009009,0.0,0,133565,0.0002758910244412828
PH153602002,742.0,355.0,387.0,2.0,0.008213552361396304,0.01026694045174538,0.09034907597535935,0.012320328542094456,16,476004,0.0015455739300465501
PH153602003,808.0,377.0,431.0,2.0,0.005917159763313609,0.11242603550295859,0.008875739644970414,0.0029585798816568047,5,133566,0.003487897797920241
PH153602004,517.0,260.0,257.0,1.0,0.004807692307692308,0.014423076923076924,0.004807692307692308,0.7932692307692307,0,324705,0.0011048006474846529
PH153602006,341.0,177.0,164.0,,0.020833333333333332,0.1875,0.006944444444444444,0.006944444444444444,0,324705,0.012979657674752069
PH153602007,357.0,168.0,189.0,3.0,0.006134969325153374,0.06134969325153374,0.006134969325153374,0.0,3,133567,0.0130251944584549
PH153602008,527.0,284.0,243.0,2.0,0.005154639175257732,0.8092783505154639,0.0,0.0,1,133578,0.005251750366757844
PH153602010,561.0,240.0,321.0,2.0,0.02185792349726776,0.0,0.02185792349726776,0.0,1,133566,0.004208431830716157
PH153602011,415.0,193.0,222.0,1.0,0.0,0.011494252873563218,0.005747126436781609,0.0,0,216045,0.00948460787932379
PH153602012,394.0,185.0,209.0,1.0,0.031746031746031744,0.0,0.023809523809523808,0.007936507936507936,0,324725,0.0068628753032732685
PH153602013,312.0,170.0,142.0,1.0,0.021739130434782608,0.18115942028985507,0.007246376811594203,0.0,3,133571,0.01304372562829346
PH153602014,345.0,168.0,177.0,,0.0,0.0,0.0,0.0,1,324731,0.006135298705652502
PH153602015,318.0,176.0,142.0,,0.007692307692307693,0.0,0.015384615384615385,0.0,0,133581,0.017568112450057637
PH153602016,488.0,225.0,263.0,2.0,0.0136986301369863,0.0730593607305936,0.0273972602739726,0.958904109589041,1,324717,0.005396168866662876
PH153602019,173.0,79.0,94.0,,0.03389830508474576,0.0,0.0,0.03389830508474576,0,133573,0.00654112029331038
PH153602022,308.0,159.0,149.0,,0.010416666666666666,0.23958333333333334,0.010416666666666666,0.0,0,324706,0.016878108575615683
PH153602027,509.0,279.0,230.0,1.0,0.007407407407407408,0.0,0.0,0.0,6,133579,0.01023106239978416
PH153602029,441.0,226.0,215.0,,0.0,0.4794520547945205,0.0136986301369863,0.0,1,133581,0.013046795630621937
PH153602032,350.0,185.0,165.0,1.0,0.0,0.07207207207207207,0.009009009009009009,0.009009009009009009,1,133570,0.002371451599944368
PH153602039,604.0,298.0,306.0,4.0,0.003484320557491289,0.003484320557491289,0.0,0.0,16,406063,0.0062167601687566415
PH153602043,398.0,201.0,197.0,1.0,0.0,0.1912568306010929,0.0,0.01092896174863388,2,133581,0.0056719882610110845
PH153602050,509.0,253.0,256.0,,0.015873015873015872,0.0,0.0,0.015873015873015872,0,324704,0.013769184691099856
PH153602051,317.0,163.0,154.0,,0.018518518518518517,0.0,0.0,0.0,0,216036,0.015258083914189145
PH153602052,478.0,236.0,242.0,12.0,0.01935483870967742,0.0,0.0,0.0,0,133574,0.003770068595558265
PH153602053,407.0,182.0,225.0,5.0,0.0,0.0,0.007751937984496124,0.0,1,133571,0.007707488507920428
PH153602054,322.0,159.0,163.0,,0.007575757575757576,0.007575757575757576,0.015151515151515152,0.0,1,133573,0.0038762044558059536
PH153602055,401.0,193.0,208.0,,0.0,0.04371584699453552,0.0,0.0,0,133754,0.0048145530860255565
PH153602056,325.0,176.0,149.0,2.0,0.0,0.0,0.0,0.0,0,304996,0.007568398211622495
PH153603001,291.0,136.0,155.0,1.0,1.0,0.0,0.0,0.970873786407767,5,133212,0.007110215236162176
PH153603005,451.0,245.0,206.0,2.0,1.0,0.0,0.0847457627118644,0.2033898305084746,1,133228,0.0010466859984063672
PH153603006,305.0,159.0,146.0,1.0,1.0,0.0,0.042105263157894736,0.0,0,133241,0.0019994285276184187
PH153603007,344.0,162.0,182.0,,1.0,0.0,0.0,0.0,0,304958,0.0023531953327778823
PH153603008,266.0,141.0,125.0,3.0,1.0,0.0,0.0,0.0,3,133240,0.0030732500028167837
PH153603009,391.0,179.0,212.0,,1.0,0.0,0.06451612903225806,0.0,0,133243,0.0018601484984536525
PH153603011,373.0,189.0,184.0,,1.0,0.0,0.03305785123966942,0.9338842975206612,3,133218,0.007401450381476406
PH153603013,173.0,75.0,98.0,1.0,1.0,0.0,0.07246376811594203,0.17391304347826086,0,133221,0.0026054094658392777
PH153603014,719.0,369.0,350.0,6.0,0.9954337899543378,0.0,0.0045662100456621,0.0,7,133217,0.006751837244396017
PH153603015,318.0,162.0,156.0,1.0,1.0,0.0,0.6632653061224489,0.3163265306122449,3,133218,0.003887548858789911
PH153603016,363.0,194.0,169.0,8.0,1.0,0.0,0.0,0.0,0,600313,0.003923064691176188
PH153603018,95.0,43.0,52.0,,0.967741935483871,0.03225806451612903,0.12903225806451613,0.0,0,133238,0.004261994498309574
PH153603021,272.0,145.0,127.0,1.0,1.0,0.0,0.0,0.0,4,133234,0.0013268731465531148
PH153603022,193.0,91.0,102.0,2.0,1.0,0.0,0.6153846153846154,0.38461538461538464,2,133232,0.003717019079053773
PH153603024,287.0,139.0,148.0,,1.0,0.0,0.01,0.01,1,133214,0.007667257417787034
PH153603025,589.0,269.0,320.0,5.0,1.0,0.0,0.0,0.017142857142857144,3,215501,0.0027496007724465755
PH153603026,100.0,47.0,53.0,,1.0,0.0,0.13513513513513514,0.0,3,133223,0.006266357000971959
PH153603027,321.0,163.0,158.0,2.0,1.0,0.0,0.11650485436893204,0.6893203883495146,0,215516,0.000682812517122369
PH153603029,386.0,186.0,200.0,,1.0,0.0,0.0,0.3591549295774648,0,133235,0.00026412380301926106
PH153603031,708.0,347.0,361.0,4.0,1.0,0.0,0.02109704641350211,0.008438818565400843,0,215517,0.0013488291065940727
PH153603032,582.0,275.0,307.0,1.0,1.0,0.0,0.0,0.0058823529411764705,4,133223,0.0028386795121761884
PH153603033,59.0,30.0,29.0,1.0,1.0,0.0,0.175,0.0,0,133221,0.011089681594637215
PH153603035,247.0,116.0,131.0,,1.0,0.0,0.022222222222222223,0.044444444444444446,1,133237,0.003105225235923695
PH153603036,315.0,154.0,161.0,1.0,0.9905660377358491,0.0,0.32075471698113206,0.0,0,133222,0.0008343051820901246
PH153603037,188.0,85.0,103.0,,1.0,0.0,0.1206896551724138,0.8275862068965517,0,133232,0.005406575494067517
PH153603041,277.0,126.0,151.0,,1.0,0.0,0.0,0.0,0,133224,0.0013176575483771372
PH153603042,238.0,111.0,127.0,,1.0,0.0,0.041666666666666664,0.0,0,133229,0.0013549586279028446
PH153603043,338.0,193.0,145.0,4.0,1.0,0.0,0.38095238095238093,0.10714285714285714,1,133238,0.0011680597146177646
PH153603044,308.0,173.0,135.0,1.0,0.9787234042553191,0.02127659574468085,0.031914893617021274,0.5,0,133239,0.0005763618569808452
PH153603046,290.0,155.0,135.0,,1.0,0.0,0.5503875968992248,0.0,0,133220,0.0008542365326781163
PH153603047,442.0,199.0,243.0,4.0,1.0,0.0,0.0070921985815602835,0.0070921985815602835,0,215501,0.0017704014301576196
PH153603050,179.0,85.0,94.0,3.0,1.0,0.0,0.0,0.0,1,133242,0.011377405433911062
PH153603051,126.0,47.0,79.0,3.0,1.0,0.0,0.0,0.02040816326530612,0,133237,0.0009560848440319402
PH153603052,314.0,141.0,173.0,1.0,0.9865771812080537,0.0,0.0,0.006711409395973154,1,215516,0.0029969090424506336
PH153603053,227.0,118.0,109.0,1.0,1.0,0.0,0.5517241379310345,0.09195402298850575,0,133243,0.00242662324349891
PH153603054,154.0,87.0,67.0,,1.0,0.0,0.0,1.0,0,133221,0.0027862605794264157
PH153603055,504.0,242.0,262.0,2.0,1.0,0.0,0.4936708860759494,0.5,13,215524,0.0001731822703191148
PH153603056,509.0,231.0,278.0,2.0,1.0,0.0,0.3488372093023256,0.05426356589147287,0,133239,0.0020467481476142795
PH153604003,171.0,79.0,92.0,,0.0,0.0,0.0,0.0,2,133604,0.0024398995408244422
PH153604004,210.0,115.0,95.0,,0.007518796992481203,0.09774436090225563,0.0,0.0,0,216044,0.0002484762843273132
PH153604005,257.0,127.0,130.0,1.0,0.03125,0.0,0.0,0.0,1,216021,0.0009321629877064768
PH153604006,137.0,65.0,72.0,1.0,0.0,0.0,0.0,0.0,0,133591,0.002320480134455511
PH153604007,263.0,114.0,149.0,1.0,0.0,0.0,0.0,0.0,0,216021,0.006820652528661019
